RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
72,Albania,M,Marital status,Never married,... if she argues with him,01/01/2017,3.8,340
72,Albania,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2017,13.1,341
142,Albania,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2017,7.7,342
142,Albania,M,Marital status,Never married,... if she goes out without telling him,01/01/2017,5.1,343
142,Albania,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2017,16.7,344
212,Albania,M,Marital status,Married or living together,... if she neglects the children,01/01/2017,8.5,345
212,Albania,M,Marital status,Never married,... if she neglects the children,01/01/2017,7.2,346
212,Albania,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2017,24.5,347
282,Albania,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2017,1.3,348
282,Albania,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,2.8,349
282,Albania,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,4.6,350
352,Albania,M,Residence,Rural,... for at least one specific reason,01/01/2017,12.9,351
352,Albania,M,Residence,Urban,... for at least one specific reason,01/01/2017,10.2,352
72,Albania,M,Residence,Rural,... if she argues with him,01/01/2017,3.2,353
72,Albania,M,Residence,Urban,... if she argues with him,01/01/2017,4.7,354
142,Albania,M,Residence,Rural,... if she goes out without telling him,01/01/2017,7.4,355
142,Albania,M,Residence,Urban,... if she goes out without telling him,01/01/2017,5.9,356
212,Albania,M,Residence,Rural,... if she neglects the children,01/01/2017,8.9,357
212,Albania,M,Residence,Urban,... if she neglects the children,01/01/2017,7.4,358
282,Albania,M,Residence,Rural,... if she refuses to have sex with him,01/01/2017,2.2,359
282,Albania,M,Residence,Urban,... if she refuses to have sex with him,01/01/2017,2,360
3,Angola,F,Education,Higher,... if she burns the food,01/01/2015,0.9,361
3,Angola,F,Education,Secondary,... if she burns the food,01/01/2015,5.3,362
3,Angola,F,Residence,Urban,... if she burns the food,01/01/2015,6.9,363
3,Angola,F,Employment,Unemployed,... if she burns the food,01/01/2015,8.8,364
3,Angola,F,Marital status,Never married,... if she burns the food,01/01/2015,9.8,365
3,Angola,F,Employment,Employed for cash,... if she burns the food,01/01/2015,9.9,366
3,Angola,F,Age,25-34,... if she burns the food,01/01/2015,10,367
3,Angola,F,Age,15-24,... if she burns the food,01/01/2015,10.6,368
3,Angola,F,Marital status,Married or living together,... if she burns the food,01/01/2015,10.8,369
3,Angola,F,Age,35-49,... if she burns the food,01/01/2015,11,370
3,Angola,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2015,12.2,371
3,Angola,F,Education,Primary,... if she burns the food,01/01/2015,13.4,372
3,Angola,F,Employment,Employed for kind,... if she burns the food,01/01/2015,14.3,373
3,Angola,F,Education,No education,... if she burns the food,01/01/2015,17.3,374
3,Angola,F,Residence,Rural,... if she burns the food,01/01/2015,19,375
3,Angola,M,Education,Higher,... if she burns the food,01/01/2015,0.7,376
3,Angola,M,Age,35-49,... if she burns the food,01/01/2015,3.7,377
3,Angola,M,Marital status,Married or living together,... if she burns the food,01/01/2015,4.4,378
3,Angola,M,Residence,Urban,... if she burns the food,01/01/2015,4.9,379
3,Angola,M,Education,Secondary,... if she burns the food,01/01/2015,5,380
3,Angola,M,Age,25-34,... if she burns the food,01/01/2015,5.3,381
3,Angola,M,Employment,Employed for cash,... if she burns the food,01/01/2015,5.5,382
3,Angola,M,Employment,Unemployed,... if she burns the food,01/01/2015,6.1,383
3,Angola,M,Marital status,Never married,... if she burns the food,01/01/2015,7.3,384
3,Angola,M,Age,15-24,... if she burns the food,01/01/2015,7.7,385
3,Angola,M,Employment,Employed for kind,... if she burns the food,01/01/2015,7.9,386
3,Angola,M,Education,Primary,... if she burns the food,01/01/2015,8.1,387
3,Angola,M,Residence,Rural,... if she burns the food,01/01/2015,8.9,388
3,Angola,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2015,9.3,389
3,Angola,M,Education,No education,... if she burns the food,01/01/2015,10.8,390
353,Angola,F,Age,15-24,... for at least one specific reason,01/01/2015,24.9,391
353,Angola,F,Age,25-34,... for at least one specific reason,01/01/2015,24.4,392
353,Angola,F,Age,35-49,... for at least one specific reason,01/01/2015,26.6,393
73,Angola,F,Age,15-24,... if she argues with him,01/01/2015,14.9,394
73,Angola,F,Age,25-34,... if she argues with him,01/01/2015,14.1,395
73,Angola,F,Age,35-49,... if she argues with him,01/01/2015,17.1,396
143,Angola,F,Age,15-24,... if she goes out without telling him,01/01/2015,13.8,397
143,Angola,F,Age,25-34,... if she goes out without telling him,01/01/2015,14,398
143,Angola,F,Age,35-49,... if she goes out without telling him,01/01/2015,16.3,399
213,Angola,F,Age,15-24,... if she neglects the children,01/01/2015,16.5,400
213,Angola,F,Age,25-34,... if she neglects the children,01/01/2015,15.6,401
213,Angola,F,Age,35-49,... if she neglects the children,01/01/2015,16.7,402
283,Angola,F,Age,15-24,... if she refuses to have sex with him,01/01/2015,10,403
283,Angola,F,Age,25-34,... if she refuses to have sex with him,01/01/2015,11.6,404
283,Angola,F,Age,35-49,... if she refuses to have sex with him,01/01/2015,14,405
353,Angola,F,Education,Higher,... for at least one specific reason,01/01/2015,7,406
353,Angola,F,Education,No education,... for at least one specific reason,01/01/2015,34.5,407
353,Angola,F,Education,Primary,... for at least one specific reason,01/01/2015,30.9,408
353,Angola,F,Education,Secondary,... for at least one specific reason,01/01/2015,16.8,409
73,Angola,F,Education,Higher,... if she argues with him,01/01/2015,3,410
73,Angola,F,Education,No education,... if she argues with him,01/01/2015,23.9,411
73,Angola,F,Education,Primary,... if she argues with him,01/01/2015,19.1,412
73,Angola,F,Education,Secondary,... if she argues with him,01/01/2015,8.2,413
143,Angola,F,Education,Higher,... if she goes out without telling him,01/01/2015,2.8,414
143,Angola,F,Education,No education,... if she goes out without telling him,01/01/2015,21,415
143,Angola,F,Education,Primary,... if she goes out without telling him,01/01/2015,18.5,416
143,Angola,F,Education,Secondary,... if she goes out without telling him,01/01/2015,8.5,417
213,Angola,F,Education,Higher,... if she neglects the children,01/01/2015,4.2,418
213,Angola,F,Education,No education,... if she neglects the children,01/01/2015,22.3,419
213,Angola,F,Education,Primary,... if she neglects the children,01/01/2015,20.1,420
213,Angola,F,Education,Secondary,... if she neglects the children,01/01/2015,10.8,421
283,Angola,F,Education,Higher,... if she refuses to have sex with him,01/01/2015,2.5,422
283,Angola,F,Education,No education,... if she refuses to have sex with him,01/01/2015,19.9,423
283,Angola,F,Education,Primary,... if she refuses to have sex with him,01/01/2015,14.2,424
283,Angola,F,Education,Secondary,... if she refuses to have sex with him,01/01/2015,5.3,425
353,Angola,F,Employment,Employed for cash,... for at least one specific reason,01/01/2015,26.6,426
353,Angola,F,Employment,Employed for kind,... for at least one specific reason,01/01/2015,28.4,427
353,Angola,F,Employment,Unemployed,... for at least one specific reason,01/01/2015,21.3,428
73,Angola,F,Employment,Employed for cash,... if she argues with him,01/01/2015,16.1,429
73,Angola,F,Employment,Employed for kind,... if she argues with him,01/01/2015,19.1,430
73,Angola,F,Employment,Unemployed,... if she argues with him,01/01/2015,11.6,431
143,Angola,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2015,15.2,432
143,Angola,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2015,17.3,433
143,Angola,F,Employment,Unemployed,... if she goes out without telling him,01/01/2015,11.7,434
213,Angola,F,Employment,Employed for cash,... if she neglects the children,01/01/2015,16.7,435
213,Angola,F,Employment,Employed for kind,... if she neglects the children,01/01/2015,18.9,436
213,Angola,F,Employment,Unemployed,... if she neglects the children,01/01/2015,14,437
283,Angola,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2015,12.4,438
283,Angola,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2015,14.7,439
283,Angola,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2015,8.2,440
353,Angola,F,Marital status,Married or living together,... for at least one specific reason,01/01/2015,27.2,441
353,Angola,F,Marital status,Never married,... for at least one specific reason,01/01/2015,21.1,442
353,Angola,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2015,28.5,443
73,Angola,F,Marital status,Married or living together,... if she argues with him,01/01/2015,16.7,444
73,Angola,F,Marital status,Never married,... if she argues with him,01/01/2015,12.3,445
73,Angola,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2015,17.3,446
143,Angola,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2015,15.9,447
143,Angola,F,Marital status,Never married,... if she goes out without telling him,01/01/2015,11.9,448
143,Angola,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2015,15.4,449
213,Angola,F,Marital status,Married or living together,... if she neglects the children,01/01/2015,17.2,450
213,Angola,F,Marital status,Never married,... if she neglects the children,01/01/2015,14.1,451
213,Angola,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2015,19,452
283,Angola,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2015,12.5,453
283,Angola,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2015,8.6,454
283,Angola,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2015,16.2,455
353,Angola,F,Residence,Rural,... for at least one specific reason,01/01/2015,37.4,456
353,Angola,F,Residence,Urban,... for at least one specific reason,01/01/2015,19.8,457
73,Angola,F,Residence,Rural,... if she argues with him,01/01/2015,26.2,458
73,Angola,F,Residence,Urban,... if she argues with him,01/01/2015,10.4,459
143,Angola,F,Residence,Rural,... if she goes out without telling him,01/01/2015,22.9,460
143,Angola,F,Residence,Urban,... if she goes out without telling him,01/01/2015,10.8,461
213,Angola,F,Residence,Rural,... if she neglects the children,01/01/2015,24.7,462
213,Angola,F,Residence,Urban,... if she neglects the children,01/01/2015,12.6,463
283,Angola,F,Residence,Rural,... if she refuses to have sex with him,01/01/2015,21.3,464
283,Angola,F,Residence,Urban,... if she refuses to have sex with him,01/01/2015,7.2,465
353,Angola,M,Age,15-24,... for at least one specific reason,01/01/2015,23.4,466
353,Angola,M,Age,25-34,... for at least one specific reason,01/01/2015,18.5,467
353,Angola,M,Age,35-49,... for at least one specific reason,01/01/2015,15.7,468
73,Angola,M,Age,15-24,... if she argues with him,01/01/2015,12.6,469
73,Angola,M,Age,25-34,... if she argues with him,01/01/2015,10.6,470
73,Angola,M,Age,35-49,... if she argues with him,01/01/2015,7.7,471
143,Angola,M,Age,15-24,... if she goes out without telling him,01/01/2015,8.9,472
143,Angola,M,Age,25-34,... if she goes out without telling him,01/01/2015,8.1,473
143,Angola,M,Age,35-49,... if she goes out without telling him,01/01/2015,7,474
213,Angola,M,Age,15-24,... if she neglects the children,01/01/2015,13.5,475
213,Angola,M,Age,25-34,... if she neglects the children,01/01/2015,10.7,476
213,Angola,M,Age,35-49,... if she neglects the children,01/01/2015,9.3,477
283,Angola,M,Age,15-24,... if she refuses to have sex with him,01/01/2015,6.3,478
283,Angola,M,Age,25-34,... if she refuses to have sex with him,01/01/2015,5.5,479
283,Angola,M,Age,35-49,... if she refuses to have sex with him,01/01/2015,4.4,480
353,Angola,M,Education,Higher,... for at least one specific reason,01/01/2015,3.9,481
353,Angola,M,Education,No education,... for at least one specific reason,01/01/2015,26.7,482
353,Angola,M,Education,Primary,... for at least one specific reason,01/01/2015,26.2,483
353,Angola,M,Education,Secondary,... for at least one specific reason,01/01/2015,18.1,484
73,Angola,M,Education,Higher,... if she argues with him,01/01/2015,1.6,485
73,Angola,M,Education,No education,... if she argues with him,01/01/2015,15.9,486
73,Angola,M,Education,Primary,... if she argues with him,01/01/2015,14.9,487
73,Angola,M,Education,Secondary,... if she argues with him,01/01/2015,9.2,488
143,Angola,M,Education,Higher,... if she goes out without telling him,01/01/2015,1.6,489
143,Angola,M,Education,No education,... if she goes out without telling him,01/01/2015,13.4,490
143,Angola,M,Education,Primary,... if she goes out without telling him,01/01/2015,11.2,491
143,Angola,M,Education,Secondary,... if she goes out without telling him,01/01/2015,6.8,492
213,Angola,M,Education,Higher,... if she neglects the children,01/01/2015,1.8,493
213,Angola,M,Education,No education,... if she neglects the children,01/01/2015,18.3,494
213,Angola,M,Education,Primary,... if she neglects the children,01/01/2015,17.1,495
213,Angola,M,Education,Secondary,... if she neglects the children,01/01/2015,9.1,496
283,Angola,M,Education,Higher,... if she refuses to have sex with him,01/01/2015,0.6,497
