rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
49,Beach Buggy Blitz,665358,50.0 M,4.29,0.1,0.3,0,GAME RACING,472497,66341,40741,16780,68997,FALSE
50,Turbo Driving Racing 3D,644259,50.0 M,4.18,0.6,1.2,0,GAME RACING,449266,51978,36555,22686,83771,FALSE
51,City Racing Lite,630441,10.0 M,4.48,0,0.1,0,GAME RACING,482380,56069,42039,12283,37668,FALSE
52,Driving School 2017,629925,10.0 M,4.33,0.5,1,0,GAME RACING,454155,67146,32813,16386,59422,FALSE
53,Earn to Die Lite,609871,10.0 M,4.19,0.1,0.3,0,GAME RACING,434429,43450,29759,16697,85533,FALSE
54,MotoGP Racing '20,609424,10.0 M,4.25,0.7,1.2,0,GAME RACING,393372,95095,51869,19200,49885,FALSE
55,Rally Racer Dirt,575472,50.0 M,4.29,0.1,0.3,0,GAME RACING,393761,73593,39148,17327,51641,FALSE
56,Garena Speed Drifters,570996,10.0 M,4.07,0.5,1.7,0,GAME RACING,377043,51802,33968,18822,89357,FALSE
57,School Driving 3D,566856,10.0 M,4.4,0,0.1,0,GAME RACING,414532,60843,36278,12362,42839,FALSE
58,Real Drift Car Racing Lite,512412,10.0 M,4.42,0.1,0.2,0,GAME RACING,381140,52953,30070,10827,37419,FALSE
59,Rally Fury - Extreme Racing,505858,50.0 M,4.39,6,11.8,0,GAME RACING,369494,56878,26564,12990,39930,FALSE
60,F1 Manager,505770,5.0 M,4.27,2.7,4.4,0,GAME RACING,302447,114009,44387,13970,30955,FALSE
61,Ultimate Car Driving Simulator,480534,50.0 M,4.23,3.4,7.7,0,GAME RACING,337383,44126,26013,16140,56869,FALSE
62,MadOut2 BigCityOnline,467463,10.0 M,4.26,5.2,12.4,0,GAME RACING,327473,49760,24705,14224,51298,FALSE
63,Crazy for Speed,463332,10.0 M,4.29,0.3,0.5,0,GAME RACING,332451,39863,28721,15304,46991,FALSE
64,Mad Skills Motocross 2,462906,10.0 M,4.25,0.2,0.4,0,GAME RACING,320212,50712,28898,14009,49073,FALSE
65,Drive for Speed: Simulator,460722,100.0 M,4.3,1.7,4.1,0,GAME RACING,336699,37855,23690,13194,49280,FALSE
66,Real City Car Driver,441744,50.0 M,3.94,0.3,0.3,0,GAME RACING,285993,28148,27839,16482,83279,FALSE
67,Bike Mayhem Free,430958,10.0 M,4.18,0.4,0.8,0,GAME RACING,291497,44845,28301,15304,51008,FALSE
68,Highway Rider Motorcycle Racer,430053,10.0 M,4.27,0,0.1,0,GAME RACING,308843,37724,23574,10133,49776,FALSE
69,Rebel Racing,428687,10.0 M,4.4,4.1,7.9,0,GAME RACING,299906,62661,28735,11268,26114,FALSE
70,Blocky Roads,425947,10.0 M,4.42,0,0.1,0,GAME RACING,318636,42682,23672,8476,32478,FALSE
71,Road Riot,423068,10.0 M,4.53,0.1,0.1,0,GAME RACING,344144,24297,18904,8248,27472,FALSE
72,Crash of Cars,414887,10.0 M,4.25,0.5,1,0,GAME RACING,284293,48836,26450,13869,41437,FALSE
73,Real Racing 3,410324,10.0 M,4.39,0.2,0.5,0,GAME RACING,294296,54246,19382,10440,31958,FALSE
74,Derby Destruction Simulator,404875,10.0 M,4.52,0.2,0.5,0,GAME RACING,320084,34079,17379,7821,25509,FALSE
75,SUP Multiplayer Racing,398854,10.0 M,4.24,1.3,2.6,0,GAME RACING,283916,33861,21514,12874,46686,FALSE
76,Beach Buggy Racing 2,390401,10.0 M,4.31,3.2,7.2,0,GAME RACING,281252,39418,19495,10795,39438,FALSE
77,Boomerang Make and Race - Scooby-Doo Racing Game,376747,50.0 M,4.27,0.6,1.2,0,GAME RACING,274839,27177,18307,12764,43657,FALSE
78,KartRider Rush+,374714,10.0 M,3.89,2.7,4.4,0,GAME RACING,222374,41137,27891,14185,69125,FALSE
79,Offroad Legends - Monster Truck Trials,349979,10.0 M,4.33,0.1,0.1,0,GAME RACING,244679,42177,25665,10302,27153,FALSE
80,Moto X3M Bike Race Game,343357,50.0 M,4.39,507.6,6.3,0,GAME RACING,260028,27945,16167,9055,30159,FALSE
81,Dubai Drift 2,337427,10.0 M,4.31,1222.4,0.1,0,GAME RACING,252837,22770,15576,7353,38887,FALSE
82,Traffic Tour,336321,10.0 M,4.04,2.1,4.1,0,GAME RACING,221961,27883,19822,12349,54303,FALSE
83,Moto Wheelie,333556,5.0 M,4.63,0.1,0.2,0,GAME RACING,282222,18054,10914,5078,17287,FALSE
84,Mountain Climb 4x4 : Offroad Car Drive,327291,50.0 M,4.08,0.4,0.9,0,GAME RACING,217200,28806,19493,14099,47691,FALSE
85,Zombie Squad,314895,10.0 M,4.29,0.1,0.1,0,GAME RACING,219754,34236,21833,9379,29691,FALSE
86,Moto Racer 3D,310671,10.0 M,4.11,3988.1,0,0,GAME RACING,194742,34157,34686,14266,32818,FALSE
87,Toy Truck Rally 3D,309726,50.0 M,4.35,0,0.1,0,GAME RACING,229611,23950,20203,7653,28306,FALSE
88,Crazy for Speed 2,307279,10.0 M,4.44,0.7,1.4,0,GAME RACING,237772,23951,14362,6841,24350,FALSE
89,Truck Driver Cargo,306001,10.0 M,3.9,0.3,0.6,0,GAME RACING,191146,23914,18985,12697,59256,FALSE
90,Top Drives – Car Cards Racing,294078,10.0 M,4.43,1.8,3.2,0,GAME RACING,221499,30240,12197,6830,23309,FALSE
91,Smash Cops Heat,293433,10.0 M,4.45,0,0.1,0,GAME RACING,220616,31054,14868,6476,20417,FALSE
92,Race the Traffic,292849,50.0 M,4.04,0.1,0.1,0,GAME RACING,186128,27123,24989,13711,40895,FALSE
93,CarX Drift Racing 2,290482,10.0 M,4.53,8.5,13.9,0,GAME RACING,228215,28526,11391,5360,16988,FALSE
94,Racing Limits,290316,50.0 M,4.28,1.4,3.3,0,GAME RACING,207040,27639,15989,9117,30529,FALSE
95,Smash Bandits Racing,289793,10.0 M,4.4,0.1,0.2,0,GAME RACING,206427,38776,17350,7251,19987,FALSE
96,🚓🚦Car Driving School Simulator 🚕🚸,288523,10.0 M,4.31,1,2.4,0,GAME RACING,200630,37145,16942,8252,25552,FALSE
97,Redline Rush: Police Chase Racing,288296,10.0 M,4.41,0,0.1,0,GAME RACING,210515,32429,18238,8364,18748,FALSE
98,Monster Truck Destruction™,283643,10.0 M,4.24,0.3,0.7,0,GAME RACING,198878,26753,17006,8827,32176,FALSE
99,Stickman Downhill Motocross,283083,10.0 M,4.44,0,0,0,GAME RACING,206153,35762,17861,5464,17841,FALSE
100,MMX Hill Dash,282767,10.0 M,4.42,0.1,0.4,0,GAME RACING,201849,41483,14890,5556,18987,FALSE
1,Shadow Fight 3 - RPG fighting game,3090015,100.0 M,4.32,1.4,3.5,0,GAME ROLE PLAYING,2197513,346940,167607,80852,297099,FALSE
2,AFK Arena,3058359,10.0 M,4.56,0.9,3,0,GAME ROLE PLAYING,2161111,627776,161446,30498,77526,FALSE
3,Avakin Life - 3D Virtual World,3036543,50.0 M,4.3,1.2,2.7,0,GAME ROLE PLAYING,2168621,310033,163103,86665,308118,FALSE
4,MARVEL Future Fight,2865064,50.0 M,3.97,0.2,0.3,0,GAME ROLE PLAYING,1824530,277421,143410,79199,540502,FALSE
5,Angry Birds Epic RPG,2651402,10.0 M,4.55,0,0,0,GAME ROLE PLAYING,2095189,255607,105070,42048,153486,FALSE
6,Flight Pilot Simulator 3D Free,2627776,100.0 M,4.19,0.5,1,0,GAME ROLE PLAYING,1662287,413803,208540,85194,257950,FALSE
7,Eternium,2347273,10.0 M,4.78,0.6,1.6,0,GAME ROLE PLAYING,2036165,202498,57362,16059,35187,FALSE
8,Summoners War,2290221,50.0 M,4.27,0.3,0.5,0,GAME ROLE PLAYING,1590927,277701,120680,60390,240521,FALSE
9,Star Wars™: Galaxy of Heroes,1700340,50.0 M,4.18,0.4,1.1,0,GAME ROLE PLAYING,1079702,270308,108815,55357,186157,FALSE
10,몬스터 길들이기,1499510,10.0 M,4.03,0.1,0.2,0,GAME ROLE PLAYING,920897,184568,126098,58230,209714,FALSE
11,Darkness Rises,1458777,10.0 M,4.46,0.6,1.5,0,GAME ROLE PLAYING,1072932,194462,70817,28636,91928,FALSE
12,Hustle Castle: Medieval games in the kingdom,1414250,10.0 M,4.15,0.6,1.3,0,GAME ROLE PLAYING,949393,165921,58186,38884,201863,FALSE
13,Tap Titans,1344882,10.0 M,4.79,0,0,0,GAME ROLE PLAYING,1207169,67472,25539,9616,35085,FALSE
14,RAID: Shadow Legends,1310535,10.0 M,4.26,2.8,5.5,0,GAME ROLE PLAYING,898437,173883,61375,37136,139701,FALSE
15,MovieStarPlanet,1192107,10.0 M,3.79,0.1,0.2,0,GAME ROLE PLAYING,650035,155963,104328,54750,227029,FALSE
16,Hero Wars – Hero Fantasy Multiplayer Battles,1184299,50.0 M,4.42,4,7.1,0,GAME ROLE PLAYING,917825,103602,25698,14734,122437,FALSE
17,Magic Rush: Heroes,1129245,10.0 M,4.35,0.1,0.1,0,GAME ROLE PLAYING,817920,126139,56307,24562,104314,FALSE
18,세븐나이츠,940192,10.0 M,3.74,0.1,0.2,0,GAME ROLE PLAYING,530178,88429,76918,38609,206056,FALSE
19,Idle Heroes,894415,10.0 M,4.52,1,2.4,0,GAME ROLE PLAYING,711091,75560,29620,14436,63706,FALSE
20,RPG Toram Online - MMORPG,893378,10.0 M,4.51,1,2,0,GAME ROLE PLAYING,661686,125484,46507,15306,44392,FALSE
21,Shakes and Fidget,888912,5.0 M,4.67,0.6,1.2,0,GAME ROLE PLAYING,689105,143328,31599,8349,16529,FALSE
22,Kritika: The White Knights,879717,10.0 M,4.31,0,0.1,0,GAME ROLE PLAYING,614942,107557,53384,23680,80151,FALSE
23,Tap Titans 2: Heroes Attack Titans. Clicker on!,867735,10.0 M,4.63,1.3,3,0,GAME ROLE PLAYING,680760,115190,37602,9941,24240,FALSE
24,FINAL FANTASY BRAVE EXVIUS,823018,10.0 M,4.2,0.2,0.3,0,GAME ROLE PLAYING,527834,132491,51164,25182,86344,FALSE
25,Dungeon Hunter 5 – Action RPG,764089,10.0 M,3.93,0,0.1,0,GAME ROLE PLAYING,452458,95918,54237,30113,131360,FALSE
26,The Wolf,733065,10.0 M,4.44,1.7,3.5,0,GAME ROLE PLAYING,538267,91877,37358,16845,48716,FALSE
27,Brave Frontier,731585,10.0 M,4.38,0.1,0.1,0,GAME ROLE PLAYING,518701,100187,40822,18492,53380,FALSE
28,ONE PIECE TREASURE CRUISE,673166,5.0 M,4.46,0.7,1.2,0,GAME ROLE PLAYING,490535,98976,30166,11075,42411,FALSE
29,School of Dragons,659860,10.0 M,4.16,0.4,0.9,0,GAME ROLE PLAYING,435584,76096,44371,24027,79779,FALSE
30,Super Stylist - Dress Up & Style Fashion Guru,615059,50.0 M,4.26,3.2,8.2,0,GAME ROLE PLAYING,415341,80209,41936,21261,56309,FALSE
31,Battle Camp - Monster Catching,612353,10.0 M,4.12,0,0,0,GAME ROLE PLAYING,413381,54904,36413,16685,90968,FALSE
32,Mobile Legends: Adventure,606800,10.0 M,4.57,2.8,6.2,0,GAME ROLE PLAYING,482059,64562,19124,8204,32848,FALSE
33,The Walking Dead: Road to Survival,602664,10.0 M,4.07,0.3,0.3,0,GAME ROLE PLAYING,371359,86962,41706,22313,80321,FALSE
34,International Fashion Stylist - Dress Up Studio,601033,10.0 M,4.4,3,6.1,0,GAME ROLE PLAYING,434223,73495,35647,15379,42287,FALSE
35,My Candy Love - Episode / Otome game,592516,10.0 M,4.1,0.2,0.5,0,GAME ROLE PLAYING,368968,82889,44593,22132,73931,FALSE
36,"Day R Survival – Apocalypse, Lone Survivor and RPG",584420,10.0 M,4.49,0.9,1.8,0,GAME ROLE PLAYING,437905,75187,24549,12849,33928,FALSE
37,Don't get fired!,560996,5.0 M,4.31,0.7,1.5,0,GAME ROLE PLAYING,368450,95209,40128,15092,42114,FALSE
38,Dragon Village,557980,5.0 M,4.35,0.1,0.2,0,GAME ROLE PLAYING,408426,51219,33933,13281,51119,FALSE
39,Inotia 4,557678,5.0 M,4.47,0.1,0.2,0,GAME ROLE PLAYING,395376,92349,34466,9098,26387,FALSE
40,LifeAfter,549568,10.0 M,4.05,2.6,6.3,0,GAME ROLE PLAYING,376330,32939,27685,18898,93714,FALSE
41,MARVEL Strike Force - Squad RPG,535690,10.0 M,3.79,2.1,4.5,0,GAME ROLE PLAYING,286540,75309,38217,46234,89388,FALSE
42,Age of Warring Empire,524507,10.0 M,4.25,0,0,0,GAME ROLE PLAYING,345199,79203,36302,14363,49438,FALSE
43,레이븐 : LEGION,519855,5.0 M,4.14,0.1,0.2,0,GAME ROLE PLAYING,325098,79717,38069,14732,62237,FALSE
44,Crusaders Quest,515935,5.0 M,4.5,0.1,0.1,0,GAME ROLE PLAYING,394272,59478,21340,8264,32579,FALSE
45,Galaxy Legend - Cosmic Conquest Sci-Fi Game,514153,10.0 M,4.02,0,0,0,GAME ROLE PLAYING,317140,65184,37777,15167,78882,FALSE
46,Game of Sultans,504405,10.0 M,3.85,1.1,2.4,0,GAME ROLE PLAYING,295070,54216,36963,22038,96115,FALSE
47,School of Chaos Online MMORPG,501231,10.0 M,4.02,0.3,0.6,0,GAME ROLE PLAYING,333980,35511,25453,18255,88029,FALSE
48,Operate Now: Hospital - Surgery Simulator Game,499642,10.0 M,3.7,0.3,0.7,0,GAME ROLE PLAYING,284574,37945,34544,29367,113209,FALSE
49,Heroes Charge,496856,10.0 M,4.6,0.1,0.1,0,GAME ROLE PLAYING,425997,18186,11837,7128,33704,FALSE
50,Sky: Children of the Light,491526,5.0 M,4.25,4.3,9.7,0,GAME ROLE PLAYING,360435,39377,14664,6116,70931,FALSE
51,"My Bakery Empire - Bake, Decorate & Serve Cakes",487690,100.0 M,4.2,2.7,5.3,0,GAME ROLE PLAYING,342489,39379,26841,17272,61706,FALSE
52,Ninja Turtles: Legends,484315,10.0 M,4.37,1.2,2.3,0,GAME ROLE PLAYING,359826,44683,22541,12439,44823,FALSE
53,Order & Chaos Online 3D MMORPG,474452,5.0 M,4.17,0,0,0,GAME ROLE PLAYING,321908,49659,26027,13408,63447,FALSE
54,Grim Soul: Dark Fantasy Survival,469934,10.0 M,4.37,2,4.1,0,GAME ROLE PLAYING,320973,76889,29167,12778,30125,FALSE
55,Gachaverse (RPG & Anime Dress Up),469414,10.0 M,3.85,0.7,1.4,0,GAME ROLE PLAYING,276126,47808,34422,21753,89303,FALSE
56,Gymnastics Superstar - Spin your way to gold!,465589,50.0 M,4.21,0.4,0.9,0,GAME ROLE PLAYING,316930,50467,30028,16670,51492,FALSE
57,Angry Birds Evolution 2021,465165,10.0 M,4.26,0.2,0.4,0,GAME ROLE PLAYING,317704,58750,28210,14445,46054,FALSE
58,AVABEL ONLINE [Action MMORPG],462235,10.0 M,4.08,0.2,0.4,0,GAME ROLE PLAYING,264212,79868,54932,16867,46353,FALSE
59,Seven Knights,458582,10.0 M,4.21,0.1,0.1,0,GAME ROLE PLAYING,317991,44577,24907,15102,56002,FALSE
60,The Seven Deadly Sins: Grand Cross,457866,10.0 M,4.25,3.5,12.7,0,GAME ROLE PLAYING,323588,46196,21070,10973,56037,FALSE
61,DC Legends: Fight Superheroes,446215,10.0 M,4.18,0.5,1,0,GAME ROLE PLAYING,298948,53447,24286,15434,54097,FALSE
62,Love Nikki-Dress UP Queen,427450,10.0 M,4.11,0.6,1.6,0,GAME ROLE PLAYING,270588,60255,26791,14584,55230,FALSE
63,King's Throne: Game of Conquest,424777,1.0 M,4.22,4.1,8.6,0,GAME ROLE PLAYING,218783,120985,59637,10358,15013,FALSE
64,ONE PIECE トレジャークルーズ,419401,1.0 M,4.25,0.1,0.4,0,GAME ROLE PLAYING,238298,95746,55750,10819,18786,FALSE
65,Monster Super League,403927,5.0 M,4.38,0.5,0.9,0,GAME ROLE PLAYING,282799,60134,21684,9106,30202,FALSE
66,Magic Rampage,401487,10.0 M,4.63,1.8,4.3,0,GAME ROLE PLAYING,323804,42745,13972,5158,15805,FALSE
67,Monster High™ Beauty Shop: Fangtastic Fashion Game,400588,10.0 M,4.21,2.3,4.8,0,GAME ROLE PLAYING,269917,46353,25781,15223,43312,FALSE
68,Arcane Legends MMO-Action RPG,398383,10.0 M,4.23,0,0,0,GAME ROLE PLAYING,272948,44010,26048,11484,43890,FALSE
69,BLOCK STORY,392609,10.0 M,4.39,0.1,0.2,0,GAME ROLE PLAYING,284184,46862,22881,9182,29496,FALSE
70,グランブルーファンタジー,391022,1.0 M,4.14,0,0,0,GAME ROLE PLAYING,195925,104411,60059,10828,19796,FALSE
71,Age of Magic: Turn-Based Magic RPG & Strategy Game,389377,5.0 M,4.42,1,2.2,0,GAME ROLE PLAYING,290064,43165,17052,9120,29974,FALSE
72,Vampire's Fall: Origins RPG,389176,5.0 M,4.58,2.4,5.9,0,GAME ROLE PLAYING,290167,64286,17766,5138,11817,FALSE
73,Pocket Troops: Strategy RPG,382307,10.0 M,4.32,0.1,0.1,0,GAME ROLE PLAYING,269576,48192,18205,9375,36957,FALSE
74,Pokémon Masters EX,380937,10.0 M,4.13,2.2,4,0,GAME ROLE PLAYING,245027,50665,23299,12378,49564,FALSE
75,ZENONIA® 5,380879,10.0 M,4.32,0,0.1,0,GAME ROLE PLAYING,265737,49292,22536,8318,34994,FALSE
76,Heroes of Camelot,371769,5.0 M,4.04,0,0,0,GAME ROLE PLAYING,227683,52484,24488,13868,53244,FALSE
77,WWE Champions 2021,371124,10.0 M,3.79,0.4,0.7,0,GAME ROLE PLAYING,212711,37580,26435,17177,77218,FALSE
78,Assassin's Creed Rebellion: Adventure RPG,369149,5.0 M,4.26,0.4,1,0,GAME ROLE PLAYING,238596,60578,26473,12932,30568,FALSE
79,Guardian Hunter: SuperBrawlRPG [Online],366181,1.0 M,4.35,0,0.1,0,GAME ROLE PLAYING,249473,56087,24885,9065,26668,FALSE
80,Questland: Turn Based RPG,364362,1.0 M,4.76,2.6,5.6,0,GAME ROLE PLAYING,316322,29431,7695,2818,8094,FALSE
81,Black Desert Mobile,360378,10.0 M,4.13,1.9,4.2,0,GAME ROLE PLAYING,236472,42503,20882,12028,48492,FALSE
82,Fashion Empire - Dressup Boutique Sim,359428,10.0 M,3.96,0.3,0.6,0,GAME ROLE PLAYING,225185,33782,22998,15652,61808,FALSE
83,Postknight,354599,5.0 M,4.72,1,2.7,0,GAME ROLE PLAYING,296919,34870,11822,3987,6998,FALSE
84,MARVEL Puzzle Quest: Join the Super Hero Battle!,349814,10.0 M,4.19,0.3,0.6,0,GAME ROLE PLAYING,220377,57509,24118,13168,34639,FALSE
85,Ragnarok M: Eternal Love,331238,5.0 M,4.35,3.4,6.7,0,GAME ROLE PLAYING,239093,37683,16572,6086,31802,FALSE
86,Guardian Tales,330007,1.0 M,4.67,4.8,11.4,0,GAME ROLE PLAYING,273260,31253,9983,4310,11199,FALSE
87,Ice Skating Ballerina - Dance Challenge Arena,325556,10.0 M,4.17,0.4,0.9,0,GAME ROLE PLAYING,216352,36278,22265,12368,38291,FALSE
88,Shadow Fight Arena — PvP Fighting game,323021,1.0 M,4.49,7,28.6,0,GAME ROLE PLAYING,253071,27987,12863,6654,22443,FALSE
89,Wolvesville - Werewolf Online,317688,10.0 M,4.44,1.5,3.3,0,GAME ROLE PLAYING,230293,44455,15656,5913,21369,FALSE
90,Guild of Heroes: Magic RPG | Wizard game,316634,5.0 M,4.46,0.9,2,0,GAME ROLE PLAYING,244928,27864,12327,7458,24054,FALSE
91,Era of Celestials,316501,10.0 M,4.19,0.1,0.3,0,GAME ROLE PLAYING,218341,30095,17165,10341,40556,FALSE
92,HonorBound RPG,311571,1.0 M,4.51,0,0.1,0,GAME ROLE PLAYING,232822,42504,15496,5361,15386,FALSE
93,Hotel Hideaway: Virtual World,308602,5.0 M,4.38,2.9,7,0,GAME ROLE PLAYING,231932,26011,13902,8361,28393,FALSE
94,ملكة الموضة | لعبة قصص و تمثيل,306172,5.0 M,4.69,11.8,29.6,0,GAME ROLE PLAYING,266030,14957,7811,3814,13557,FALSE
95,Nonstop Knight - Offline Idle RPG Clicker,302010,5.0 M,4.39,0.1,0.1,0,GAME ROLE PLAYING,214414,39653,18916,8348,20676,FALSE
96,리니지2 레볼루션,300944,5.0 M,3.81,0,0,0,GAME ROLE PLAYING,159647,45106,29604,12623,53962,FALSE
97,Cat Runner: Decorate Home,300560,100.0 M,4.18,4.3,11.4,0,GAME ROLE PLAYING,212457,22406,14084,11138,40472,FALSE
98,FINAL FANTASY Record Keeper,297467,1.0 M,4.1,0,0.1,0,GAME ROLE PLAYING,139765,90397,40260,10035,17008,FALSE
99,Decisions: Choose Your Interactive Love Story,297258,10.0 M,4.2,3.2,7.8,0,GAME ROLE PLAYING,195836,36696,23130,11455,30137,FALSE
100,Epic Seven,296313,5.0 M,4.26,1.4,3.4,0,GAME ROLE PLAYING,201952,39325,15689,7752,31593,FALSE
1,Dragon City,8241702,100.0 M,4.56,0.9,1.8,0,GAME SIMULATION,6537535,816099,324906,128958,434201,FALSE
2,The Sims FreePlay,5518439,100.0 M,4.01,0.3,0.6,0,GAME SIMULATION,3413004,653944,379636,219214,852638,FALSE
3,SimCity BuildIt,5193030,100.0 M,4.34,0.3,0.6,0,GAME SIMULATION,3473565,875228,346136,142139,355958,FALSE
4,Episode - Choose Your Story,3541983,100.0 M,4.26,1.2,2.6,0,GAME SIMULATION,2259432,598555,306591,108585,268817,FALSE
5,Plague Inc.,3486810,100.0 M,4.48,0.6,1.4,0,GAME SIMULATION,2550187,493432,195669,67945,179574,FALSE
6,Fallout Shelter,3401011,10.0 M,4.55,0.3,0.7,0,GAME SIMULATION,2515746,553578,155659,53458,122568,FALSE
7,Idle Miner Tycoon: Mine & Money Clicker Management,3204434,50.0 M,4.6,1.5,2.9,0,GAME SIMULATION,2547635,328573,148495,51729,127999,FALSE
8,Dragon Mania Legends,2726952,50.0 M,4.44,0.6,1.4,0,GAME SIMULATION,2049299,285133,128617,62709,201191,FALSE
9,The Tribez: Build a Village,2225296,10.0 M,4.4,0.2,0.3,0,GAME SIMULATION,1432062,447668,215802,52311,77452,FALSE
10,Bus Simulator Indonesia,1812721,50.0 M,4.45,2.8,5.8,0,GAME SIMULATION,1409418,141546,76562,43345,141847,FALSE
11,Jurassic World™: The Game,1624306,50.0 M,4.1,1,2.3,0,GAME SIMULATION,1051435,185029,105112,61307,221420,FALSE
12,AdVenture Capitalist,1574955,10.0 M,4.48,0.3,0.7,0,GAME SIMULATION,1124369,258869,86413,27249,78052,FALSE
13,Dragons: Rise of Berk,1507247,50.0 M,4.37,0.3,0.7,0,GAME SIMULATION,1095247,168839,78386,38848,125925,FALSE
14,Bus Simulator: Original,1485179,50.0 M,4.07,0.1,0.1,0,GAME SIMULATION,945229,165319,112969,56289,205369,FALSE
15,Choices: Stories You Play,1378733,10.0 M,4.35,0.3,0.6,0,GAME SIMULATION,920352,243322,83648,39032,92376,FALSE
16,The Sims™ Mobile,1366714,50.0 M,4.18,1.4,3.2,0,GAME SIMULATION,876746,193857,102948,49538,143622,FALSE
17,LINE BROWN FARM,1359519,10.0 M,4.34,0.1,0.3,0,GAME SIMULATION,890317,241086,115756,30238,82120,FALSE
18,Fishing Clash,1298159,50.0 M,4.64,2.3,5.1,0,GAME SIMULATION,1084764,98243,35587,17455,62108,FALSE
19,"Cash, Inc. Money Clicker Game & Business Adventure",1222131,10.0 M,4.64,0.8,1.9,0,GAME SIMULATION,1020476,84508,44791,19334,53020,FALSE
20,Vegas Crime Simulator,1187879,100.0 M,4.17,0.9,1.7,0,GAME SIMULATION,838441,84294,59640,42905,162595,FALSE
21,Hooked Inc: Fisher Tycoon,1187376,10.0 M,4.53,1.3,2.5,0,GAME SIMULATION,865432,180755,84718,19565,36904,FALSE
22,Scary Teacher 3D,1152884,50.0 M,4.29,5.2,11.2,0,GAME SIMULATION,833557,101693,57332,36121,124178,FALSE
23,SAKURA School Simulator,1138214,10.0 M,4.54,11.7,23.2,0,GAME SIMULATION,936733,62918,33537,20969,84053,FALSE
24,Euro Truck Evolution (Simulator),1110707,50.0 M,4.08,0.6,1.1,0,GAME SIMULATION,710871,126433,77606,44549,151246,FALSE
25,My Story: Choose Your Own Path,1106294,10.0 M,3.95,0.3,0.8,0,GAME SIMULATION,620225,164958,116433,56032,148644,FALSE
26,Bus Simulator : Ultimate,1091964,50.0 M,4.26,4.1,11,0,GAME SIMULATION,768323,113034,57837,32237,120530,FALSE
27,Craftsman: Building Craft,1031506,50.0 M,4.21,11.5,27.3,0,GAME SIMULATION,714827,102088,55524,32247,126818,FALSE
28,Design Home: House Renovation,1019979,50.0 M,4.21,1.4,3.2,0,GAME SIMULATION,602531,214441,89303,44417,69285,FALSE
29,"Egg, Inc.",1009271,10.0 M,4.56,2.4,5.8,0,GAME SIMULATION,723826,186866,59318,15129,24129,FALSE
30,The Sims™ FreePlay,1000601,10.0 M,4.12,0.2,0.5,0,GAME SIMULATION,653921,112635,65545,34291,134207,FALSE
31,"House Flipper: Home Design, Interior Makeover Game",999265,10.0 M,4.63,11.7,44.7,0,GAME SIMULATION,769360,150116,44200,11560,24026,FALSE
32,Block City Wars: Pixel Shooter with Battle Royale,992624,10.0 M,4.06,0.2,0.5,0,GAME SIMULATION,632974,109571,69100,37585,143392,FALSE
33,Paradise Island,976973,10.0 M,4.29,0,0,0,GAME SIMULATION,631649,161085,82640,34408,67189,FALSE
34,Kill Shot,965532,10.0 M,4.4,0,0.1,0,GAME SIMULATION,629367,196151,78744,17126,44141,FALSE
35,Happy Mall Story: Sim Game,946692,10.0 M,4.59,0.4,1,0,GAME SIMULATION,721941,131666,51965,13852,27266,FALSE
36,Clean Road,930110,50.0 M,4.21,0.1,0.6,0,GAME SIMULATION,623396,98016,82079,36424,90192,FALSE
37,Cooking Diary®: Best Tasty Restaurant & Cafe Game,910644,10.0 M,4.57,1.6,3.6,0,GAME SIMULATION,693195,123661,44353,16973,32459,FALSE
38,Farming Simulator 14,897328,100.0 M,4.22,0.8,1.5,0,GAME SIMULATION,638623,72400,46145,29770,110388,FALSE
39,Airport City,872791,10.0 M,3.97,0.6,1,0,GAME SIMULATION,495658,136337,78707,40476,121610,FALSE
40,From Zero to Hero: Cityman,872608,5.0 M,4.64,2,3.5,0,GAME SIMULATION,710037,80057,39919,13296,29297,FALSE
41,Car Parking Multiplayer,840787,50.0 M,4.4,6.7,14.6,0,GAME SIMULATION,633197,78316,36911,20426,71935,FALSE
42,Klondike Adventures,832322,10.0 M,4.51,3.5,6.7,0,GAME SIMULATION,647116,79736,38264,18788,48415,FALSE
43,Cafeland - World Kitchen,819400,10.0 M,4.39,1.5,3.1,0,GAME SIMULATION,578026,113072,52409,22562,53328,FALSE
44,BitLife - Life Simulator,817146,10.0 M,4.05,1.6,3.6,0,GAME SIMULATION,467935,143562,74783,36617,94246,FALSE
45,Zombie Castaways,807582,10.0 M,4.55,0.5,1,0,GAME SIMULATION,612472,105758,44061,14700,30589,FALSE
46,Turbo Dismount™,759462,50.0 M,4.21,0.3,0.7,0,GAME SIMULATION,508981,89230,52821,25681,82747,FALSE
47,Barbie Dreamhouse Adventures,738803,50.0 M,4.22,4.7,10.4,0,GAME SIMULATION,514756,70894,42503,24374,86273,FALSE
48,Grand Truck Simulator,724257,10.0 M,4.3,0.3,0.6,0,GAME SIMULATION,509616,79114,46744,20563,68218,FALSE
49,Truck Simulator 2018 : Europe,716198,100.0 M,4.13,3,6.2,0,GAME SIMULATION,480432,66906,44275,28429,96154,FALSE
50,Animal Crossing: Pocket Camp,716086,10.0 M,4.38,1.7,2.2,0,GAME SIMULATION,500573,102370,44792,18880,49469,FALSE
